reviews,sentiments,ratings
People are very crazy about apple products especially iPhones. Have shifted from android to iPhone. There are so many things to improve in iPhone to make much more efficient and positive experience in terms of functionality.,Does the job,3.0
Very worst ph ever,Unsatisfactory,1.0
Perfect All over Perfect 🤩,Super!,5.0
Awesome,Highly recommended,5.0
Awesome camera 📸,Terrific purchase,5.0
Perfect,Classy product,5.0
Thanks,Must buy!,5.0
I was using one plus 8T which has 120 hz refresh rate. But iPhone 14 plus comes with 60hz and ita way better than 120hz display in OnePlus. Very smooth operation.,Awesome,5.0
excellent in all aspect!,The best battery backup on a flagship smartphon,5.0
"Amazing, received today, seems to be great, Thank you Flipkart ❤️",Great product,5.0
good,Simply awesome,5.0
It is good,Perfect product!,5.0
Very powerful Phone,Excellent,5.0
"No words to explain, simply excellent",Mind-blowing purchase,5.0
Great product,Classy product,5.0
Best i phone but laging in 1 st 2days in bgmi smooth extream not lagging that much on balanced extream settings. I think optimization issue and some heating issues observed.,Classy product,5.0
Awesome battery performance,Worth the money,5.0
Excellent camera. Sound effects are very good. Smooth functions,Simply awesome,5.0
Quality of Display is good.Function is work proper,Wonderful,4.0
Love it,Excellent,5.0
Ok,Awesome,5.0
Wow,Terrific,5.0
Overall is good but display refresh rate should be increased,Very Good,4.0
Excellent product realy quality unmatched,Must buy!,5.0
EXCELLENT,Really Nice,4.0
"Excellent phone
Best camera
Best battery life
Excellent OTT experience
Amazing sound
Go for it",Classy product,5.0
Wonderful phone,Perfect product!,5.0
"Never buy iPhone 14 plus. Worst product ever from apple. Waste of money.
1. Camera : very poor . Yellowish skin is coming and not showing accurate skin colour",Utterly Disappointed,1.0
I request to people don't buy this phone,Worth every penny,5.0
The phone is a must buy for people who are looking for a bigger battery and bigger screen.,Wonderful,4.0
Best,Must buy!,5.0
Best 1 of the sellfon,Terrific purchase,5.0
Just loved it,Terrific,5.0
Very Nice 👍 Good Delivery 👍,Wonderful,5.0
Awesome camera awesome look i like it 😘,Classy product,5.0
Was sceptical to take plus due to its size but after using this I can surely say iPhone looks great in this size and now I cannot go back to the normal size handsets.,Terrific,5.0
Battery maximum capacity is decreasing very soon for my phone.. In 1 month it has decreased to 97% from 100%,Hated it!,1.0
Looks premium. Light weighted.But camera performance is below expectation. Audio quality is amazing. Please provide plastic bubble packaging for mobile for safety reasons.,Pretty good,4.0
"Plus size of this phone gives a better advatage in photography and content viewing, the battery is the real plus point of this device. Been using apple devices since 2016 but this phone is very much diffrent and better in its own kind.",Terrific purchase,5.0
Everything is to like and nothing is there to hate about this phone ❤️,Excellent,5.0
Very happy,Must buy!,5.0
Mindblowing,Must buy!,5.0
Very nice👌👌👌,Nice product,4.0
High on Enjoyment !!!!,Awesome,5.0
worth it,Perfect product!,5.0
Just amazing,Terrific purchase,5.0
"A great phone with big battery and processor
But camera not up to the mark for 60k",Terrific purchase,5.0
10/10 ☺️,Must buy!,5.0
Apple is Apple,Super!,5.0
Awesome phone,Mind-blowing purchase,5.0
Excellent,Best in the market!,5.0
Overall good,Really Nice,4.0
❤✨ Best One,Good quality product,4.0
Nice,Pretty good,4.0
Best,Great product,5.0
"Just go for it.
Worth the money at all",Best in the market!,5.0
Good phone,Good quality product,4.0
Best,Brilliant,5.0
Totally worth it,Highly recommended,5.0
Osm,Excellent,5.0
"Awesome product
Worth buying",Super!,5.0
Very nice,Awesome,5.0
Good product im bigsale,Worth every penny,5.0
Super,Awesome,5.0
"It was a great experience with i phone 😍
Overall it was nice 👍",Classy product,5.0
Good for buy,Awesome,5.0
Very good 👍,Perfect product!,5.0
"I must say, it has completely exceeded my expectations. From its sleek design to its lightning-fast performance, this phone has quickly become my go-to device for everything from gaming to productivity.

pros'
1. good camera in budget with OIS
2. better performance
3. display is awesome with AMOLED, 120Hz, HDR, 1800 nits (peak) and color saturation is amazing
4. speakers are ok but with 200% volume it didn't brushed off
5. design and in hand feel is good
6. micro sd slot is there (upto 1tb e...
READ MORE",Pretty good,4.0
Ha it was a very good phone for gamers,Perfect product!,5.0
"They mentioned as 44w charge but it looks slow and taking more time to full charge then promised time.
Camera , display, design and performance are good.",Good quality product,4.0
Performance is smooth and battery backup osm normal use 30 hrs above.. value for money ⭐⭐⭐⭐⭐,Best in the market!,5.0
Good quality,Brilliant,5.0
Super,Highly recommended,5.0
Good,Classy product,5.0
That's actually good,Pretty good,4.0
Nice 👍,Nice product,4.0
"Good mobile
Good camera
Good battery backup
Value for money",Simply awesome,5.0
Best under 20 k the Sony sensor is very nice to,Excellent,5.0
Best products quality,Must buy!,5.0
Bast allrounder phone,Perfect product!,5.0
Mind blowing,Does the job,5.0
Camera good battery good value for money,Excellent,5.0
Nice phone,Terrific purchase,5.0
"I am very happy with the new one phone
This phone is powerful",Just wow!,5.0
"Simply superbbb.......
stunning phone.",Wonderful,5.0
Good with price range,Good quality product,4.0
"After few weeks camara quality smallyy reduce,but this phone is better under 20k ,an avarage camera, better performance, better display,avarage battery and better features",Mind-blowing purchase,5.0
Good,Really Nice,4.0
Hanging issue under 2 months,Slightly disappointed,2.0
After 3 day mobile is not chargi,Waste of money!,1.0
So many glitches,Did not meet expectations,1.0
Wow,Worth every penny,5.0
Nice phone this range,Very Good,4.0
Overall nice 👍,Good quality product,4.0
Nice mobile,Wonderful,5.0
"Great if you want a great battery beckup
Battery - 10/10
Performance - 10/6
Design - 10/7
Camera - 10/2",Just okay,3.0
Awesome 😎,Super!,5.0
Some time heating issue,Decent product,3.0
Good product,Best in the market!,5.0
It's ok at this price range,Good,3.0
So beautiful. happy 😊.. performance is top👍,Fabulous!,5.0
Good fon,Worth the money,4.0
Aswam,Wonderful,4.0
Worth for money,Classy product,5.0
Value For Money.Best performance and camera quality is very good for this range.,Terrific,5.0
"Good camera 📸
10xzoom good photo
6 /128 gb
Good 👍
Performance",Fabulous!,5.0
"Vary good battery 🔋 100%(right98%)
Bed camera 📸 100%(normal 67%)
Selfie camera 📸 100%(normal 57%)
Processor 100%(good 85%)
Display 100%(normal 70%)
Sound (100% very good 97%)
Touching fingerprint (100% very good 99%)

Good gaming not a very good gaming",Nice product,4.0
Good phone in price,Best in the market!,5.0
"Performance is good 👍
Battery life is excellent 👌
Camera is ok not bad",Wonderful,5.0
Smooth experience 🙂,Brilliant,5.0
Super mobile,Simply awesome,5.0
Nice product..,Super!,5.0
"VoLTE is not working.
Even a video call doesn't support during normal call",Useless product,1.0
Not bad,Pretty good,4.0
Awesome 👍 thanks OnePlus,Fabulous!,5.0
Guys if you want big battery with super fast charger it should be great 😃 choice also snapdragon 7gen 3 chipset excellent gaming performance and also Camaro is good overall mind blowing purchase blindly you can go 🔥,Super!,5.0
Very nice,Fabulous!,5.0
Nice phone,Excellent,5.0
"Good phone in this price .
Camera 10/8
Battery 10/10
Performance 10/8
Display10/10
Fast charging 10/10
Design 10/10",Value-for-money,4.0
Vary nice,Super!,5.0
"In this price segment am gonna say it's the best
Performance is great
Camera is overall wonderful
Charging is really awesome
Battery backup can be better but it's ok",Best in the market!,5.0
"Nice camera
And phone",Mind-blowing purchase,5.0
"Fast Charging
Best Performance
Light Weight..All In one Fabulous One plus Love It..🥰🥰🥰",Perfect product!,5.0
Best phone at this price range 💕,Perfect product!,5.0
"This mobile in price range best mobile camera, battery, prosesor, display amazing 😍😍 mobile disin outstanding great performance 😀 I am so happy 😊😊",Fabulous!,5.0
Good 👍,Good choice,4.0
"The camera is good, especially the low light camera. But the battery is draining fast in normal use. The 100W charger is very very fast. Overall good except the battery.",Terrific purchase,5.0
Best Phone in this Segment,Highly recommended,5.0
Fast charging,Terrific,5.0
"Date: 21st April, 2024. First impression: very positive. The phone is smooth and no lag at all in the UI or in any of the apps installed. However, I did have a bizarre experience once, the phone's home screen got stuck and I had to turn off the screen once and it got resolved. Nothing serious but yes it did happen ONCE. Other than that nothing to make any fuss over, you can go for it blindly. You will be happy with the purchase.",Excellent,5.0
All is well,Value-for-money,4.0
"Awesome Phone at a Price
Comes with a Powerful Processor and Bigger Battery",Wonderful,4.0
"Performance is super damm best
And the display is fantastic 😍
, camera is decent but not bad at all as compared to the price of the smartphone",Wonderful,4.0
Nice product,Pretty good,4.0
Perfect mobile,Fabulous!,5.0
Best budget mobile in OnePlus brand,Great product,5.0
"After use of one month... I clearly say that this is one of the best phones under 25k... best display best haptic feedback best camera or even best battery life ....
Go for it without any hesitation",Super!,5.0
"Pros:
1. Performance powered by SD 7 gen 3 is good for this price. I don't play much games but it can run some heavy games smoothly
2. Camera : Main camera performs good in day light (not expected much but its good). Night shots are average
3. Display : Very good for content consumption, i mostly use it for Netflix (comes with HDR support)
4. Battery : Its excellent i get around 7 8 hrs of SOT(screen on time) + 100W fast charging 0 to 100% in 30 32 mins.

Cons:
1. No Dolby atmos
2. No NFC
3....
READ MORE",Perfect product!,5.0
All Over Good,Perfect product!,5.0
"Phone vry gd but display brightness low 🔅
All features are very good 😊 good 👍👍👍👍👍",Worth the money,4.0
"1. Camera and design descent
2. Battery life around 8 to 10 hour's normal use in a case heavy use 7 hours maximum battery life
3. Gaming performance is decent 7.8 out of 10
4. Charging time 0 to 100 percentage he take 35 to 40 minutes",Nice product,4.0
