reviews,sentiments,ratings
3Quality is not as expected but it's ok,Quality is not as expected but it's ok,3
5Nice quality,Nice quality,5
5Loved its comfortablility.,Loved its comfortablility.,5
4It's Good,It's Good,4
"1Very thin ,clothes nd also length is long compare to another's brands👎","Very thin ,clothes nd also length is long compare to another's brands👎",1
4Nice quality and very comfortable,Nice quality and very comfortable,4
1very comfortable to wear but all stiches were open on 4-5 washes.i suggest not to buy this produc,very comfortable to wear but all stiches were open on 4-5 washes.i suggest not to buy this produc,1
5Good Brock,Good Brock,5
5Very good quality product.,Very good quality product.,5
5Really comfortable and breathable,Really comfortable and breathable,5
4Quality,Quality,4
5Just wow,Just wow,5
4Good product.,Good product.,4
5Very good product nice quality,Very good product nice quality,5
"2This is not cotton, it is
Nylone","This is not cotton, it is
Nylone",2
3Littel bit uncomfortable,Littel bit uncomfortable,3
4It's really 🆒😎,It's really 🆒😎,4
5It's very comfortable my husband is very happy,It's very comfortable my husband is very happy,5
3Not good 👎👎,Not good 👎👎,3
5Super comfortable,Super comfortable,5
4Nice quality..,Nice quality..,4
5Excellent product.,Excellent product.,5
3Very comfortable,Very comfortable,3
5Very Comfortable and Good Material.,Very Comfortable and Good Material.,5
5Great fit and good quality fabric,Great fit and good quality fabric,5
"5Nice fabric, nice quality and perfect size 👍 very nice product","Nice fabric, nice quality and perfect size 👍 very nice product",5
"1Very bad quality please ont buy this,🥹🥹","Very bad quality please ont buy this,🥹🥹",1
4Very good product,Very good product,4
5Verry good 👍 Quality,Verry good 👍 Quality,5
5Perfect fitting nice,Perfect fitting nice,5
"5Worth the price
Superb quality","Worth the price
Superb quality",5
5Great product,Great product,5
5Worth it purchase and quality is also good and comfortable,Worth it purchase and quality is also good and comfortable,5
5Really so much comfortable soft Anti vectorial very smooth,Really so much comfortable soft Anti vectorial very smooth,5
5That is very comfortable very NYC must buy,That is very comfortable very NYC must buy,5
3Faltu product don't buy it,Faltu product don't buy it,3
5Comfortable to use,Comfortable to use,5
5it is very comfortable thank you,it is very comfortable thank you,5
"3Everything is ok but little uncomfortable for wearing, because there's no opening for urination. Please don't mind, but take care.","Everything is ok but little uncomfortable for wearing, because there's no opening for urination. Please don't mind, but take care.",3
4Not bad,Not bad,4
5Great,Great,5
"5Fit is good , feels comfortable","Fit is good , feels comfortable",5
5Go,Go,5
4Ok good,Ok good,4
5Fabric quality is good and comfortable,Fabric quality is good and comfortable,5
5Very supper item,Very supper item,5
"5Better than Jockey very comfortable
It fells just like very light weight
Recommended to try at least one time.","Better than Jockey very comfortable
It fells just like very light weight
Recommended to try at least one time.",5
1Worst quality after washing threads started coming out,Worst quality after washing threads started coming out,1
1Very big not good torn product,Very big not good torn product,1
"1Very bad product
Is harmful there is no return policy","Very bad product
Is harmful there is no return policy",1
2Quality is not good and product are not returnable so be carefull,Quality is not good and product are not returnable so be carefull,2
2Cloth is very bad quality,Cloth is very bad quality,2
5So great,So great,5
5Best quality I have ever seen,Best quality I have ever seen,5
5Good fiting. Colour dark,Good fiting. Colour dark,5
4Best,Best,4
3Good product comfortable,Good product comfortable,3
"41) THE QUALITY OF THE MATERIAL IS SOFT BUT NOT THAT GOOD IN TERMS OF DURABILITY
2) YOU CAN SEE THE THREADS ON THE INNER SIDE OF THE SHORTS WEAR OUT WITHIN 2 TO 3 WASHES BUT IT'S NOT A BIG ISSUE
3) VERY IMPORTANT : JUST TAKE A BUCKET WITH WARM WATER AND ADD DETTOL OR ANY OTHER DETERGENT TO WASH IT . JUST SOAK AND RINSE WITH YOUR HANDS .
4) DON'T KNOW IF IT WILL LAST FOR MORE THAN 3-4 MONTHS . I GO OUT FOR A JOG EVERY MORNING WEARING THIS (2HOURS) . THE SWEAT MIGHT DAMAGE THE INNER LINING OF...READ MORE","1) THE QUALITY OF THE MATERIAL IS SOFT BUT NOT THAT GOOD IN TERMS OF DURABILITY
2) YOU CAN SEE THE THREADS ON THE INNER SIDE OF THE SHORTS WEAR OUT WITHIN 2 TO 3 WASHES BUT IT'S NOT A BIG ISSUE
3) VERY IMPORTANT : JUST TAKE A BUCKET WITH WARM WATER AND ADD DETTOL OR ANY OTHER DETERGENT TO WASH IT . JUST SOAK AND RINSE WITH YOUR HANDS .
4) DON'T KNOW IF IT WILL LAST FOR MORE THAN 3-4 MONTHS . I GO OUT FOR A JOG EVERY MORNING WEARING THIS (2HOURS) . THE SWEAT MIGHT DAMAGE THE INNER LINING OF...",4
"4Best quality and material is good
Chain is softly run
L size is best fiting","Best quality and material is good
Chain is softly run
L size is best fiting",4
"5Good for cycling..
Satisfied with product
You can try it 👍😊","Good for cycling..
Satisfied with product
You can try it 👍😊",5
4Nice products,Nice products,4
5Nice a double layer shorts,Nice a double layer shorts,5
5Good build quality 🖤,Good build quality 🖤,5
"5I love this product! Fits well and has a expensive style to it
Worth the money and I have been using this for the past 2 months on all leg day
Results : very durable and a must buy if you looking for squat shorts 🔥","I love this product! Fits well and has a expensive style to it
Worth the money and I have been using this for the past 2 months on all leg day
Results : very durable and a must buy if you looking for squat shorts 🔥",5
3Material is good but stitching not upto the mark,Material is good but stitching not upto the mark,3
4Comfortable to do workout,Comfortable to do workout,4
5It's a nice product good quality n comfortable,It's a nice product good quality n comfortable,5
5best one at this price range also very comfortable.,best one at this price range also very comfortable.,5
5Verry verry nice brother,Verry verry nice brother,5
"5Excellent quality, I love this pant and this pant really meant for my purpose. Fitting is exact and inside slack is also good. Thanks to the seller.","Excellent quality, I love this pant and this pant really meant for my purpose. Fitting is exact and inside slack is also good. Thanks to the seller.",5
4I am satisfied with product good for running cycling and sports,I am satisfied with product good for running cycling and sports,4
4I think 🤔 it's best for quality in this price. am fully satisfied this sport running short pant,I think 🤔 it's best for quality in this price. am fully satisfied this sport running short pant,4
3Good quality.,Good quality.,3
4Super comfortable,Super comfortable,4
5Very nice quality product.,Very nice quality product.,5
5this product worth 5 star,this product worth 5 star,5
2Not satisfied that product,Not satisfied that product,2
5Very nice product 👌👌👌,Very nice product 👌👌👌,5
5Very good nice quality 👍☺️👍☺️👍☺️👍👍,Very good nice quality 👍☺️👍☺️👍☺️👍👍,5
1No problem,No problem,1
5Nice 👍 pant,Nice 👍 pant,5
4I will recommend this because in this price range it is a very decent pant and quality is up to the mark.,I will recommend this because in this price range it is a very decent pant and quality is up to the mark.,4
"5Value for money, I appreciated it...!!!","Value for money, I appreciated it...!!!",5
"5Good quality product
Comfort-100
Durablility-good","Good quality product
Comfort-100
Durablility-good",5
4Fine,Fine,4
5😊 good quality 🎉💯 worth of money..,😊 good quality 🎉💯 worth of money..,5
5Good quality 👌,Good quality 👌,5
"1Not upto the mark, stitch worst and quality 👎👎feels like 250 half pant","Not upto the mark, stitch worst and quality 👎👎feels like 250 half pant",1
5Too good 😊,Too good 😊,5
1Worst becoz there is stitching was not proper.,Worst becoz there is stitching was not proper.,1
3good product,good product,3
5Shorts are of very good quality just go for it!,Shorts are of very good quality just go for it!,5
4It is very good for me THANK YOU,It is very good for me THANK YOU,4
5Absolutely love it,Absolutely love it,5
4Value for money good quality,Value for money good quality,4
2Fabric not comfortable,Fabric not comfortable,2
5Wow,Wow,5
5It's a very good and comfortable product,It's a very good and comfortable product,5
1Uncomfortable,Uncomfortable,1
5Good quality product.,Good quality product.,5
2Product size were not as much as I want,Product size were not as much as I want,2
5It is good for gym ...at this price I am satisfied,It is good for gym ...at this price I am satisfied,5
5Good for gym,Good for gym,5
5Best gym shorts for athelete and sportsman 🙏,Best gym shorts for athelete and sportsman 🙏,5
4Reasonable..... satisfying product,Reasonable..... satisfying product,4
51 number quality product,1 number quality product,5
5Very good product and good quality,Very good product and good quality,5
5Nice product smooth,Nice product smooth,5
5Go for it,Go for it,5
5Nice for running.....,Nice for running.....,5
"1It is overpriced. The quality is very poor and it is poorly stitched. I received a lowest version possible so please check out other sellers. If I saw the short first before buying, I wouldn't pay 200 for it let alone the original price","It is overpriced. The quality is very poor and it is poorly stitched. I received a lowest version possible so please check out other sellers. If I saw the short first before buying, I wouldn't pay 200 for it let alone the original price",1
5Good quality and comfortable also,Good quality and comfortable also,5
5All good,All good,5
"3It would have been really good but
The color is leaking when I wash the shorts and the threads are coming out so it will soon lose all its sewing","It would have been really good but
The color is leaking when I wash the shorts and the threads are coming out so it will soon lose all its sewing",3
